#label	score
RTN4_MOUSE	NaN
ASSY_MOUSE	NaN
RS6_MOUSE	NaN
RL35_MOUSE	NaN
KAD4_MOUSE	NaN
SQSTM_MOUSE	NaN
VDAC1_MOUSE	NaN
BT3L4_MOUSE	11.7988
EPS15_MOUSE	3.9886
FAF1_MOUSE	-0.183
ABCBB_MOUSE	NaN
RS8_MOUSE	NaN
SYSC_MOUSE	NaN
STXB3_MOUSE	NaN
RBBP4_MOUSE	NaN
EIF3I_MOUSE	NaN
ZO1_MOUSE	NaN
ACADV_MOUSE	NaN
RFA2_MOUSE	NaN
GALE_MOUSE	NaN
RL11_MOUSE	NaN
PP1G_MOUSE	6.3007
ARPC3_MOUSE	NaN
CAPZB_MOUSE	NaN
RL23A_MOUSE	NaN
B2MG_MOUSE	NaN
RL22_MOUSE	NaN
DEST_MOUSE	NaN
PSB3_MOUSE	NaN
RL23_MOUSE	0.7615
TGM2_MOUSE	NaN
VPP1_MOUSE	NaN
SRC8_MOUSE	NaN
NSF_MOUSE	NaN
FLNA_MOUSE	NaN
PSMD9_MOUSE	NaN
EIF3B_MOUSE	NaN
EIF3D_MOUSE	NaN
LARP4_MOUSE	NaN
GOGA2_MOUSE	NaN
COPZ1_MOUSE	NaN
DC1I2_MOUSE	NaN
CKAP5_MOUSE	NaN
ZO2_MOUSE	NaN
UBE2N_MOUSE	NaN
CSK21_MOUSE	16.1482
IF2B_MOUSE	NaN
NNTM_MOUSE	NaN
ELAV1_MOUSE	NaN
CEAM1_MOUSE	10.2268
MTP_MOUSE	NaN
DCMC_MOUSE	NaN
EFTU_MOUSE	NaN
IDHC_MOUSE	NaN
RL27_MOUSE	NaN
CAB39_MOUSE	4.7007
D2HDH_MOUSE	NaN
SYLC_MOUSE	NaN
UBXN1_MOUSE	NaN
GANAB_MOUSE	NaN
EF1G_MOUSE	NaN
USMG5_MOUSE	NaN
NTCP_MOUSE	3.5486
A1AT2_MOUSE	NaN
NDUB6_MOUSE	NaN
RAB7A_MOUSE	NaN
RBM47_MOUSE	-4.9122
RMD3_MOUSE	NaN
SYSM_MOUSE	NaN
SC31A_MOUSE	NaN
FRIL1_MOUSE	3.7648
UEVLD_MOUSE	NaN
SERPH_MOUSE	NaN
CASP3_MOUSE	NaN
ARY2_MOUSE	NaN
ODO1_MOUSE	NaN
AP1G1_MOUSE	43.8269
SYK_MOUSE	NaN
F16P1_MOUSE	NaN
MY18A_MOUSE	1.3281
SGPL1_MOUSE	NaN
VP26A_MOUSE	NaN
MBD3_MOUSE	NaN
UBP14_MOUSE	NaN
IF2H_MOUSE	NaN
DDX3Y_MOUSE	NaN
RT29_MOUSE	NaN
LA_MOUSE	NaN
ROA3_MOUSE	NaN
PPA6_MOUSE	NaN
HMCS2_MOUSE	32.9202
RAP1A_MOUSE	NaN
PSA5_MOUSE	NaN
UB2L3_MOUSE	NaN
ITB1_MOUSE	-5.2572
ROA2_MOUSE	NaN
BDH_MOUSE	NaN
METK2_MOUSE	NaN
EF1D_MOUSE	NaN
LEG1_MOUSE	NaN
MAGI1_MOUSE	NaN
USP9X_MOUSE	5.9831
NSF1C_MOUSE	NaN
CP2D9_MOUSE	NaN
SRRM2_MOUSE	NaN
RNPS1_MOUSE	33.2776
NDUA9_MOUSE	NaN
TPP2_MOUSE	NaN
STX16_MOUSE	NaN
DEOC_MOUSE	NaN
AL1A1_MOUSE	2.9542
GUAD_MOUSE	NaN
ALDOA_MOUSE	NaN
SYVC_MOUSE	NaN
GNL1_MOUSE	NaN
XPO5_MOUSE	NaN
RL31_MOUSE	5.371
RLA0_MOUSE	NaN
ICAM1_MOUSE	1.7763
GLNA_MOUSE	NaN
SCRB1_MOUSE	NaN
ARC1B_MOUSE	NaN
HMGB1_MOUSE	NaN
AN32A_MOUSE	9.8154
MMSA_MOUSE	NaN
A1AT5_MOUSE	35.8205
IPO7_MOUSE	NaN
GALT_MOUSE	NaN
BUB3_MOUSE	NaN
OAT_MOUSE	NaN
RLA2_MOUSE	-0.0722
CP4CA_MOUSE	NaN
IF4G3_MOUSE	1.3138
TADBP_MOUSE	-3.0693
6PGD_MOUSE	NaN
GPX1_MOUSE	4.3325
SPS2_MOUSE	NaN
NU5M_MOUSE	NaN
NU4M_MOUSE	0.1594
ATP8_MOUSE	NaN
COX2_MOUSE	8.637
COX1_MOUSE	NaN
CD36_MOUSE	7.9446
RL5_MOUSE	0.6983
CP2B9_MOUSE	NaN
RL38_MOUSE	NaN
TIM50_MOUSE	NaN
FPPS_MOUSE	NaN
RL32_MOUSE	NaN
RL3_MOUSE	NaN
RL29_MOUSE	NaN
CBX3_MOUSE	24.5241
FRDA_MOUSE	NaN
COX5B_MOUSE	NaN
ARF1_MOUSE	6.1453
IMDH2_MOUSE	NaN
ENOA_MOUSE	NaN
F261_MOUSE	NaN
RS17_MOUSE	NaN
RAC1_MOUSE	7.4744
ABCE1_MOUSE	NaN
RL36_MOUSE	NaN
RS25_MOUSE	NaN
CY250_MOUSE	NaN
ERF3A_MOUSE	25.7556
NUP93_MOUSE	14.5647
EWS_MOUSE	-4.6072
SUCB2_MOUSE	NaN
RL17_MOUSE	NaN
GSHB_MOUSE	NaN
YBOX1_MOUSE	NaN
AADAT_MOUSE	NaN
TBA4A_MOUSE	NaN
RL15_MOUSE	NaN
A1AT4_MOUSE	NaN
QCR6_MOUSE	NaN
C1QBP_MOUSE	1.5402
COF2_MOUSE	NaN
IF1A_MOUSE	NaN
ITA1_MOUSE	NaN
SSRP1_MOUSE	-0.8619
ARPC5_MOUSE	4.4865
GLCM_MOUSE	NaN
HEM3_MOUSE	NaN
PDIA4_MOUSE	NaN
RS26_MOUSE	15.1707
ETHE1_MOUSE	NaN
HS74L_MOUSE	0.8014
PCBP2_MOUSE	NaN
MPCP_MOUSE	NaN
NDUA3_MOUSE	NaN
MPPA_MOUSE	NaN
SF3B4_MOUSE	NaN
PEX19_MOUSE	NaN
A1CF_MOUSE	NaN
CX6B1_MOUSE	NaN
RENT1_MOUSE	NaN
NPM_MOUSE	NaN
CP2AC_MOUSE	NaN
FKBP8_MOUSE	NaN
PVRL2_MOUSE	NaN
TTHY_MOUSE	NaN
CH10_MOUSE	NaN
NDUS8_MOUSE	NaN
HPT_MOUSE	NaN
HS105_MOUSE	NaN
PREB_MOUSE	NaN
RU17_MOUSE	NaN
OSBL1_MOUSE	NaN
RS7_MOUSE	NaN
DCAF8_MOUSE	NaN
AL3A2_MOUSE	NaN
DHCR7_MOUSE	24.2464
UD19_MOUSE	NaN
MTX1_MOUSE	NaN
RL26_MOUSE	NaN
KFA_MOUSE	4.4413
UD11_MOUSE	-5.6069
CP2DA_MOUSE	NaN
NP1L4_MOUSE	NaN
ACADM_MOUSE	18.6606
RL18_MOUSE	NaN
HXK1_MOUSE	NaN
AT2L1_MOUSE	NaN
GCKR_MOUSE	NaN
ENTP5_MOUSE	NaN
PRDX6_MOUSE	NaN
RL7_MOUSE	NaN
ODBA_MOUSE	NaN
PYGL_MOUSE	NaN
IF2A_MOUSE	NaN
COPE_MOUSE	NaN
PRS6A_MOUSE	NaN
SIR5_MOUSE	NaN
1433E_MOUSE	NaN
AGM1_MOUSE	NaN
BASI_MOUSE	NaN
HNRH1_MOUSE	16.5226
AGFG1_MOUSE	NaN
VKGC_MOUSE	NaN
YAP1_MOUSE	NaN
SYFB_MOUSE	NaN
CO4B_MOUSE	NaN
MYPT1_MOUSE	NaN
HYES_MOUSE	NaN
RS15_MOUSE	NaN
ANT3_MOUSE	NaN
CAN2_MOUSE	20.7561
ACSM3_MOUSE	NaN
HYOU1_MOUSE	NaN
RETST_MOUSE	3.9545
DDC_MOUSE	1.3641
STRAP_MOUSE	NaN
CAP1_MOUSE	NaN
LDHD_MOUSE	NaN
IQGA2_MOUSE	NaN
SC61B_MOUSE	NaN
SRR_MOUSE	NaN
RHOB_MOUSE	43.8269
AMACR_MOUSE	NaN
VATA_MOUSE	NaN
CBS_MOUSE	NaN
FKBP2_MOUSE	NaN
STAT1_MOUSE	NaN
GLRX3_MOUSE	NaN
RAP1B_MOUSE	NaN
ELOB_MOUSE	15.7075
ECH1_MOUSE	NaN
ACTN4_MOUSE	NaN
EIF3K_MOUSE	NaN
CEPT1_MOUSE	NaN
CP3AP_MOUSE	NaN
CHDH_MOUSE	NaN
PPA5_MOUSE	NaN
NDUA8_MOUSE	NaN
ASNA_MOUSE	NaN
SUCA_MOUSE	NaN
AL7A1_MOUSE	NaN
SDHL_MOUSE	NaN
SERA_MOUSE	NaN
VAPB_MOUSE	-4.4342
FABPL_MOUSE	NaN
PDLI1_MOUSE	NaN
CTND1_MOUSE	NaN
RU1C_MOUSE	19.1601
PYC_MOUSE	NaN
GDIR1_MOUSE	NaN
NU107_MOUSE	NaN
GABT_MOUSE	NaN
ACSM5_MOUSE	NaN
ACOX1_MOUSE	NaN
GDIB_MOUSE	NaN
CXB1_MOUSE	NaN
RT27_MOUSE	NaN
PROD2_MOUSE	NaN
MCM2_MOUSE	1.0637
IF5_MOUSE	NaN
EEA1_MOUSE	-5.6915
PGM1_MOUSE	NaN
CP4AA_MOUSE	19.8002
CMAH_MOUSE	NaN
RT4I1_MOUSE	NaN
CP270_MOUSE	NaN
ODO2_MOUSE	NaN
TBB2A_MOUSE	NaN
CHD4_MOUSE	22.1145
RET1_MOUSE	NaN
VAMP8_MOUSE	NaN
IF2G_MOUSE	NaN
CUL4B_MOUSE	NaN
NHRF3_MOUSE	NaN
RL37A_MOUSE	NaN
RS21_MOUSE	NaN
RL18A_MOUSE	NaN
PACN2_MOUSE	35.5926
HNRLL_MOUSE	27.8631
RAB2A_MOUSE	NaN
GPAT1_MOUSE	NaN
S27A2_MOUSE	NaN
GNAI2_MOUSE	NaN
VTI1B_MOUSE	NaN
GOLP3_MOUSE	9.4369
LSM8_MOUSE	NaN
RT09_MOUSE	7.6008
ATX2_MOUSE	NaN
IDHG1_MOUSE	NaN
KAP0_MOUSE	NaN
SUOX_MOUSE	NaN
OTC_MOUSE	NaN
ARF6_MOUSE	NaN
FAHD1_MOUSE	NaN
BGAL_MOUSE	-5.8084
MLEC_MOUSE	8.6824
THTR_MOUSE	NaN
DDX17_MOUSE	NaN
HEM6_MOUSE	NaN
LC7L2_MOUSE	6.4517
E41L2_MOUSE	NaN
PCBP1_MOUSE	NaN
QCR9_MOUSE	NaN
FBLN1_MOUSE	NaN
FINC_MOUSE	NaN
RS23_MOUSE	NaN
ACAD8_MOUSE	NaN
FACE1_MOUSE	NaN
DNJA3_MOUSE	NaN
MAAI_MOUSE	NaN
GAS2_MOUSE	NaN
LICH_MOUSE	NaN
QCR8_MOUSE	NaN
PP2BA_MOUSE	NaN
CP8B1_MOUSE	NaN
PDIA6_MOUSE	NaN
FAS_MOUSE	NaN
PGP_MOUSE	NaN
ACTBL_MOUSE	43.8269
FLNB_MOUSE	NaN
PSMD8_MOUSE	NaN
DJC11_MOUSE	NaN
MK03_MOUSE	NaN
FABD_MOUSE	NaN
S26A1_MOUSE	NaN
ECHD2_MOUSE	NaN
1433G_MOUSE	NaN
ATP5I_MOUSE	NaN
TBA1C_MOUSE	NaN
HNRH2_MOUSE	NaN
CP4FE_MOUSE	11.7867
IRGM1_MOUSE	NaN
CNPY3_MOUSE	NaN
TEBP_MOUSE	NaN
TIM8A_MOUSE	NaN
ADRM1_MOUSE	NaN
ACY3_MOUSE	NaN
AKTS1_MOUSE	NaN
LSM6_MOUSE	NaN
GTF2I_MOUSE	NaN
P5CR3_MOUSE	NaN
HNRPL_MOUSE	NaN
CBR1_MOUSE	NaN
G6PI_MOUSE	NaN
BUP1_MOUSE	NaN
ALR_MOUSE	NaN
CTNA1_MOUSE	NaN
NDUV3_MOUSE	NaN
IF4H_MOUSE	NaN
AK1D1_MOUSE	NaN
VATG1_MOUSE	9.2349
RL10A_MOUSE	NaN
PLM_MOUSE	NaN
CSN4_MOUSE	NaN
CP254_MOUSE	NaN
SPRE_MOUSE	NaN
DD19A_MOUSE	NaN
MCEE_MOUSE	NaN
GLCTK_MOUSE	31.7943
CHMP7_MOUSE	NaN
IF4G1_MOUSE	NaN
ADK_MOUSE	NaN
CX6A1_MOUSE	NaN
HNRPU_MOUSE	NaN
HYEP_MOUSE	NaN
GLSL_MOUSE	NaN
XYLB_MOUSE	NaN
GRHPR_MOUSE	NaN
IF5A1_MOUSE	43.4015
ERG7_MOUSE	NaN
PTPA_MOUSE	NaN
HECD1_MOUSE	22.747
VTDB_MOUSE	NaN
ACSL5_MOUSE	NaN
GBG12_MOUSE	NaN
ITIH2_MOUSE	NaN
GSTT2_MOUSE	NaN
BODG_MOUSE	NaN
ATP5H_MOUSE	NaN
GHITM_MOUSE	NaN
EF2_MOUSE	NaN
ETUD1_MOUSE	NaN
RS27L_MOUSE	NaN
SYEP_MOUSE	-7.392
HIBCH_MOUSE	NaN
CP237_MOUSE	NaN
ACSL3_MOUSE	NaN
UCRI_MOUSE	-2.5796
MOT1_MOUSE	NaN
SF3B3_MOUSE	NaN
HNRPF_MOUSE	NaN
TSP1_MOUSE	NaN
MBB1A_MOUSE	NaN
SMC1A_MOUSE	NaN
DHAK_MOUSE	NaN
FERM2_MOUSE	NaN
RBM8A_MOUSE	NaN
RM12_MOUSE	NaN
SO1B2_MOUSE	NaN
METK1_MOUSE	43.8269
LRP1_MOUSE	NaN
PNPH_MOUSE	NaN
AL4A1_MOUSE	NaN
CD81_MOUSE	-3.8597
NDUBA_MOUSE	NaN
EPN1_MOUSE	NaN
GLYAT_MOUSE	NaN
GNA11_MOUSE	NaN
GNS_MOUSE	3.2859
RL22L_MOUSE	NaN
BLVRB_MOUSE	NaN
THTM_MOUSE	NaN
VIGLN_MOUSE	NaN
NDUV1_MOUSE	NaN
GNA1_MOUSE	NaN
DDX21_MOUSE	NaN
APEX1_MOUSE	NaN
MRCKB_MOUSE	NaN
EF1A1_MOUSE	-4.5944
THIKA_MOUSE	NaN
HEBP1_MOUSE	NaN
VPS25_MOUSE	1.7879
BAG2_MOUSE	17.3411
BAAT_MOUSE	NaN
JAM1_MOUSE	NaN
CO8G_MOUSE	NaN
TXND5_MOUSE	NaN
KAT3_MOUSE	NaN
RL21_MOUSE	NaN
EIF1_MOUSE	NaN
PDK2_MOUSE	NaN
3BHS5_MOUSE	2.5967
AL1B1_MOUSE	NaN
MIF_MOUSE	NaN
AIFM1_MOUSE	NaN
VATH_MOUSE	18.0056
SSDH_MOUSE	NaN
GALM_MOUSE	NaN
AOFB_MOUSE	NaN
HUTU_MOUSE	NaN
ALD2_MOUSE	NaN
AMPL_MOUSE	NaN
LMAN1_MOUSE	NaN
HYKK_MOUSE	NaN
ACTZ_MOUSE	NaN
RM23_MOUSE	NaN
NDUA7_MOUSE	NaN
M2GD_MOUSE	NaN
AT1A1_MOUSE	NaN
FIBB_MOUSE	NaN
DPYD_MOUSE	NaN
TIM8B_MOUSE	NaN
HNRPK_MOUSE	NaN
RDH7_MOUSE	NaN
SNX2_MOUSE	NaN
PAIRB_MOUSE	NaN
PP1A_MOUSE	NaN
KMO_MOUSE	NaN
EIF3L_MOUSE	NaN
TBCA_MOUSE	NaN
MPP6_MOUSE	NaN
PCCA_MOUSE	NaN
SKP1_MOUSE	NaN
LIPT_MOUSE	NaN
KAT1_MOUSE	NaN
PCKGM_MOUSE	9.3324
PDXK_MOUSE	NaN
COPG2_MOUSE	6.9962
MAVS_MOUSE	NaN
RCC2_MOUSE	NaN
DHX9_MOUSE	NaN
DHB8_MOUSE	NaN
DHC24_MOUSE	NaN
CP3AB_MOUSE	NaN
FBRL_MOUSE	8.742
SMD2_MOUSE	NaN
TMEDA_MOUSE	NaN
CP7B1_MOUSE	NaN
THIM_MOUSE	-1.3111
NDUB7_MOUSE	5.8459
HNRL1_MOUSE	NaN
RILP_MOUSE	NaN
FKB1A_MOUSE	0.337
GCSH_MOUSE	NaN
SO1A1_MOUSE	NaN
FIBG_MOUSE	NaN
KIME_MOUSE	NaN
ACOD1_MOUSE	NaN
GMPPB_MOUSE	NaN
ABCF1_MOUSE	NaN
RT02_MOUSE	0.6435
LPP_MOUSE	NaN
TCPB_MOUSE	NaN
3BHS7_MOUSE	NaN
CHM4B_MOUSE	NaN
ACSM1_MOUSE	NaN
IPO9_MOUSE	20.6128
AMPN_MOUSE	NaN
CSN8_MOUSE	NaN
ALG5_MOUSE	NaN
NPL4_MOUSE	13.7909
S23IP_MOUSE	8.5436
GMPPA_MOUSE	NaN
CCS_MOUSE	NaN
KPYR_MOUSE	-0.6245
ATX2L_MOUSE	NaN
GCST_MOUSE	NaN
MCAT_MOUSE	NaN
KAP2_MOUSE	NaN
TRFE_MOUSE	NaN
SRPRB_MOUSE	NaN
PCCB_MOUSE	NaN
RSSA_MOUSE	NaN
COPB2_MOUSE	NaN
STT3B_MOUSE	NaN
MAOX_MOUSE	NaN
AT1B3_MOUSE	NaN
RL4_MOUSE	NaN
PPIB_MOUSE	NaN
SNX1_MOUSE	NaN
GSH1_MOUSE	NaN
GSTA4_MOUSE	NaN
CX7A2_MOUSE	NaN
ETFA_MOUSE	NaN
CSK_MOUSE	16.2849
CP1A2_MOUSE	NaN
PSA4_MOUSE	NaN
KPYM_MOUSE	NaN
ODBB_MOUSE	NaN
ANXA2_MOUSE	NaN
NEDD4_MOUSE	NaN
COPD_MOUSE	-5.5589
APOA1_MOUSE	-5.201
APOC3_MOUSE	11.8062
APOA4_MOUSE	NaN
ODP2_MOUSE	NaN
2AAB_MOUSE	NaN
ADX_MOUSE	NaN
THIL_MOUSE	NaN
SRPR_MOUSE	4.0707
SYAC_MOUSE	NaN
ULA1_MOUSE	NaN
DHB2_MOUSE	NaN
COX41_MOUSE	NaN
6PGL_MOUSE	NaN
MT1_MOUSE	NaN
MT2_MOUSE	NaN
CPSF5_MOUSE	22.2064
EST1C_MOUSE	NaN
IST1_MOUSE	NaN
DNJA2_MOUSE	NaN
VPS35_MOUSE	-6.2497
AATM_MOUSE	-7.3202
ACSL1_MOUSE	NaN
PGDH_MOUSE	NaN
ASAH1_MOUSE	NaN
GSHR_MOUSE	NaN
ORNT1_MOUSE	NaN
VPS36_MOUSE	16.0006
LAMP1_MOUSE	NaN
PRPS1_MOUSE	NaN
DKC1_MOUSE	NaN
HCFC1_MOUSE	NaN
RBBP7_MOUSE	NaN
NSDHL_MOUSE	NaN
RS4X_MOUSE	2.118
ODPA_MOUSE	NaN
ACSL4_MOUSE	NaN
IGBP1_MOUSE	NaN
OPHN1_MOUSE	NaN
EBP_MOUSE	NaN
HDAC6_MOUSE	27.2934
EIF3F_MOUSE	NaN
STIM1_MOUSE	NaN
LHPP_MOUSE	NaN
THUM1_MOUSE	NaN
HEMO_MOUSE	7.1332
ILK_MOUSE	NaN
QCR2_MOUSE	NaN
BAG3_MOUSE	NaN
LTOR1_MOUSE	NaN
BAX_MOUSE	NaN
RUVB2_MOUSE	NaN
COPB_MOUSE	NaN
PSA1_MOUSE	NaN
RS3_MOUSE	NaN
EIF3C_MOUSE	NaN
RAB6A_MOUSE	NaN
NADC_MOUSE	NaN
IPO5_MOUSE	NaN
NDUC2_MOUSE	NaN
FAAA_MOUSE	NaN
MFGM_MOUSE	NaN
PRS6B_MOUSE	NaN
UN45A_MOUSE	34.783
CYFP1_MOUSE	NaN
RL28_MOUSE	NaN
VASP_MOUSE	NaN
TOM40_MOUSE	NaN
S27A5_MOUSE	NaN
FKBP4_MOUSE	NaN
IIGP1_MOUSE	NaN
ATG7_MOUSE	NaN
SEC13_MOUSE	NaN
NEUA_MOUSE	NaN
GYS2_MOUSE	NaN
GDIR2_MOUSE	1.7705
MUG1_MOUSE	NaN
S61A1_MOUSE	42.1507
RUVB1_MOUSE	NaN
RPN1_MOUSE	NaN
CNBP_MOUSE	NaN
RM19_MOUSE	NaN
MOGS_MOUSE	NaN
TCPH_MOUSE	NaN
NFU1_MOUSE	NaN
RT33_MOUSE	NaN
GSTK1_MOUSE	NaN
ABCG2_MOUSE	NaN
5NT3A_MOUSE	6.1885
3HIDH_MOUSE	NaN
ASNS_MOUSE	NaN
CP3AD_MOUSE	NaN
GBB2_MOUSE	NaN
AASS_MOUSE	NaN
CUL1_MOUSE	17.4898
NDUA4_MOUSE	NaN
ARC1A_MOUSE	NaN
RL6_MOUSE	NaN
SDSL_MOUSE	NaN
ACADS_MOUSE	NaN
AAKB1_MOUSE	NaN
AACS_MOUSE	NaN
AT2A2_MOUSE	NaN
ALDH2_MOUSE	15.1517
SERB_MOUSE	NaN
HPPD_MOUSE	NaN
RAN_MOUSE	NaN
SCRB2_MOUSE	NaN
USO1_MOUSE	NaN
ALBU_MOUSE	-3.8973
UD2A3_MOUSE	NaN
PUR6_MOUSE	NaN
UGDH_MOUSE	NaN
GRPE1_MOUSE	NaN
SPCS_MOUSE	NaN
DHX15_MOUSE	NaN
MARE3_MOUSE	NaN
KHK_MOUSE	NaN
GBB1_MOUSE	NaN
LRC47_MOUSE	NaN
MPPB_MOUSE	9.5242
FBX6_MOUSE	NaN
G6PE_MOUSE	NaN
PARK7_MOUSE	NaN
PRS7_MOUSE	NaN
MECR_MOUSE	NaN
41_MOUSE	NaN
RT15_MOUSE	NaN
NUDC_MOUSE	NaN
PSB2_MOUSE	NaN
STMN1_MOUSE	2.2613
KAD2_MOUSE	NaN
PEF1_MOUSE	NaN
OST48_MOUSE	NaN
CDD_MOUSE	NaN
KCY_MOUSE	NaN
CP4AE_MOUSE	24.9405
AK1A1_MOUSE	NaN
DCUP_MOUSE	NaN
